89, 1.7, 23.3
90, 1.4, 17.8
91, 0.7, 33.6
92, 0.9, 44.8
93, 1.1, 33.3
94, 0.7, 19.5
95, 1.4, 31.2
96, 0.8, 41.9
97, 1.9, 37.0
98, 1.0, 17.9
99, 0.8, 15.7
100, 1.6, 41.4
101, 1.5, 14.2
102, 1.7, 13.0
103, 1.7, 41.7
104, 1.1, 30.2
105, 1.3, 14.0
106, 1.9, 58.5
107, 0.7, 32.1
108, 0.9, 38.0
109, 0.8, 21.2
110, 2.0, 44.9
111, 1.7, 54.4
112, 2.0, 19.7
113, 1.0, 53.3
114, 1.0, 37.1
115, 1.2, 50.0
116, 0.8, 33.3
117, 1.1, 13.2
118, 1.2, 17.5
119, 0.7, 41.9
120, 1.3, 17.1
121, 1.5, 40.4
122, 1.8, 15.4
123, 1.9, 37.6
124, 1.6, 14.5
125, 2.0, 46.4
126, 1.3, 57.2
127, 1.5, 43.5
128, 0.9, 29.0
129, 0.6, 53.7
130, 2.2, 33.5
131, 0.8, 37.5
132, 1.6, 37.1
133, 2.0, 36.7
134, 0.9, 38.5
135, 1.1, 42.7
136, 1.0, 59.5
137, 1.4, 48.9
138, 1.5, 10.9
139, 1.1, 53.9
140, 0.9, 37.0
141, 2.1, 34.9
142, 1.9, 13.7
143, 2.1, 27.2
144, 1.1, 19.5
145, 0.9, 53.2
146, 0.9, 28.3
147, 1.8, 52.4
148, 1.7, 50.3
149, 2.1, 17.3
150, 1.0, 48.2
151, 2.0, 46.0
152, 1.9, 20.2
153, 1.1, 55.7
154, 1.7, 49.6
155, 0.7, 58.2
156, 2.0, 31.6
157, 1.2, 56.0
158, 1.6, 51.5
159, 2.1, 22.5
160, 2.0, 27.5
161, 1.6, 11.5
162, 1.4, 54.2
163, 1.7, 20.0
164, 1.3, 37.5
165, 0.8, 11.5
166, 2.2, 54.2
167, 1.7, 23.2
168, 1.1, 55.6
169, 1.5, 11.9
170, 1.4, 29.7
171, 1.6, 59.9
172, 1.0, 27.9
173, 1.8, 37.8
174, 1.2, 59.1
175, 1.7, 56.4
176, 1.9, 42.0
177, 1.7, 17.2
178, 2.0, 31.2
179, 0.8, 27.4
180, 1.2, 23.8
181, 1.2, 23.0
182, 0.8, 23.2
183, 0.9, 12.0
184, 1.2, 33.2
185, 1.6, 32.7
186, 0.7, 21.0
187, 1.1, 23.6
188, 1.4, 23.0
189, 1.5, 36.1
190, 1.7, 25.2
191, 0.8, 47.9
192, 1.4, 39.0
193, 1.0, 21.5
194, 0.9, 44.0
195, 1.6, 37.3
196, 1.1, 18.4
197, 1.1, 25.9
198, 1.7, 30.3
199, 1.4, 19.1
200, 2.0, 21.5
201, 2.1, 11.3
202, 1.5, 53.6
203, 1.3, 25.4
204, 1.9, 15.9
205, 1.4, 26.4
206, 1.3, 25.7
207, 1.2, 59.9
208, 1.9, 40.5
209, 1.3, 21.0
210, 0.7, 38.1
211, 0.9, 26.9
212, 1.2, 26.7
213, 1.9, 32.9
214, 1.4, 23.7
215, 1.0, 23.5
216, 1.7, 18.7
217, 1.5, 52.6
218, 0.7, 37.2
219, 2.0, 27.9
220, 2.0, 23.8
221, 1.1, 32.7
222, 0.9, 30.6
223, 1.8, 35.0
224, 1.7, 39.6
225, 2.1, 16.7
226, 1.6, 53.9
227, 1.0, 37.0
228, 0.8, 55.2
229, 0.8, 17.2
230, 0.8, 28.9
231, 1.9, 59.7
232, 1.6, 22.2
233, 2.2, 55.0
234, 0.8, 53.8
235, 1.1, 20.7
236, 2.0, 42.3
237, 0.8, 19.6
238, 1.8, 48.1
239, 1.8, 18.5
240, 1.1, 50.2
241, 1.7, 58.4
242, 0.7, 45.8
243, 0.9, 22.5
244, 2.2, 32.6
245, 1.9, 33.1
246, 1.9, 22.7
247, 2.2, 35.9
248, 0.6, 23.3
249, 1.5, 29.7
250, 0.9, 50.7
